,topic 1,topic 2,topic 3,topic 4,topic 5,topic 6
119,0.16227868748894164,0.1840756478499932,0.1767879557344943,0.06258620268317398,0.3537571324176657,0.060514373825731105
120,0.056145812435596486,0.0638571853239557,0.7676145250046451,0.09800338866207445,0.009577202495984094,0.004801886077744205
121,0.47051901438267646,0.2647249320324215,0.03709520196745665,0.011606154298432387,0.17254321772838366,0.043511479590629315
122,0.15383993169087323,0.1255746000889658,0.3335088564845034,0.1264345085620151,0.052466033337562945,0.20817606983607956
123,0.050190149541212765,0.00567171841299843,0.05162524949955867,0.003493826409933385,0.7967735427815746,0.09224551335472209
124,0.18473378835244852,0.23148544866801493,0.01702195717282115,0.4144632335392559,0.14629194246621857,0.006003629801240973
125,0.015662320037178094,0.33467489326120275,0.13535904572125962,0.005009969525587548,0.08445347855673915,0.4248402928980328
126,0.14940373526669193,0.5195097461305662,0.2006536937668066,0.008773933161110808,0.01736249895719,0.10429639271763444
127,0.014799442061318635,0.052374912940623054,0.18552610893036175,0.06276189821452376,0.5201417476885336,0.1643958901646393
128,0.06142726590052079,0.17569551668528824,0.09014628660726792,0.007628252490129906,0.028998976166746605,0.6361037021500464
129,0.16522368889043856,0.09664789578081448,0.6229976654472841,0.08504560691780158,0.011594613106232927,0.01849052985742837
130,0.45112423141197106,0.104129524134132,0.014858484675078177,0.12081466836281894,0.28634192784910356,0.022731163566896306
131,0.05041613892722432,0.8764921855885304,0.003972866894554224,0.0073314049159513344,0.05670478442485098,0.005082619248888788
132,0.09786246326601161,0.690383570821636,0.04814219561470811,0.04886917779006912,0.0893963633050365,0.025346229202538553
133,0.06982390742452624,0.4384629264885939,0.02099158485154179,0.005946138889945773,0.26247692155499186,0.2022985207904004
134,0.012069963840103488,0.5735494904998526,0.04423221696758939,0.008290442736007132,0.35137258441024655,0.01048530154620081
135,0.2371142520171022,0.3205944849384565,0.05814374778881621,0.0825386662992408,0.07229615964784063,0.22931268930854365
136,0.008284798697388083,0.12064182069038093,0.25377109968089806,0.00995933187324191,0.34738199874321135,0.2599609503148797
137,0.026359807698444943,0.021961474420486977,0.46157525576432795,0.25585690166438446,0.005928120077594433,0.2283184403747612
138,0.2333207821379737,0.03606388482780052,0.1819160564580909,0.48800533501049287,0.03346534158362962,0.027228599982012443
139,0.7967550851384667,0.020200970598144574,0.14061868163085223,0.0041317788657990505,0.034064994722264395,0.004228489044473038
140,0.06103414979758556,0.2853323925552463,0.5410408264627443,0.051531618517330846,0.010252603260216799,0.05080840940687611
141,0.4120527461851265,0.04874638115659413,0.2783189045236769,0.010195499128412921,0.2332555710972701,0.017430897908919468
142,0.010738891764731992,0.24282915506245648,0.5347145980337851,0.024955156177227367,0.05888951150321475,0.12787268745858432
143,0.020729908543205052,0.010048523940523805,0.13701846592151892,0.27871380420661424,0.17714597414116884,0.3763433232469692
144,0.05330684568054902,0.433855079237426,0.18076686745384873,0.003043434419001449,0.277930968611764,0.05109680459741078
145,0.15496958723158058,0.08613423796780886,0.30875074308588923,0.3878941249829764,0.013341049853732898,0.04891025687801205
146,0.05410965680493216,0.6341800067334292,0.24679673033035043,0.012444134155931054,0.030996367586991813,0.02147310438836529
147,0.2057341113337709,0.2126110944720489,0.36277881526007716,0.003203414934714912,0.1999537348311504,0.015718829168237636
148,0.2898765216429615,0.5099348654067899,0.019366009011616885,0.022675893163959376,0.14289815038947354,0.015248560385198784
149,0.1920490125386558,0.05691413509648443,0.22832694269070877,0.03961176164182365,0.38711849806257953,0.09597964996974778
150,0.11056013690833948,0.05430847029256221,0.5351598151721352,0.021835254340912363,0.22689532426447093,0.05124099902157983
151,0.01891147059458688,0.0827213732872673,0.08236355451575847,0.5078193570532396,0.29900659949409636,0.009177645055051475
152,0.07870335536930963,0.5029118662426842,0.13817878908851705,0.017762207983481878,0.2523838255373772,0.010059955778630003
153,0.18659532314521532,0.043937777081579345,0.34497691230870803,0.0196441015254714,0.0117008270191941,0.3931450589198318
154,0.13261025372350643,0.4312754624304283,0.26601288765464964,0.0031466960432940355,0.16452934519277626,0.0024253549553453213
155,0.3702180496222368,0.09755234049415268,0.3784604125560353,0.010806018280712492,0.08427476597101674,0.058688413075846046
156,0.1389974481235317,0.4021746845673511,0.21240722890457012,0.05366917917650115,0.06050202021876209,0.13224943900928388
157,0.02125904792392642,0.11510521279574291,0.18497025082938806,0.23794713207402185,0.31951599872762426,0.12120235764929654
158,0.1710074305366919,0.6966962649853305,0.013634620625692678,0.09025410930185286,0.023431866343589715,0.004975708206842323
159,0.3758235128433754,0.24498354044319806,0.009912775662197813,0.008104244095708443,0.1233575584790745,0.23781836847644588
160,0.3331222805153651,0.055652759190096254,0.015845512300131273,0.1877637245507976,0.023226892199214713,0.38438883124439505
161,0.060461988429525666,0.7246525664202687,0.0031055553233795287,0.005280650257244972,0.09150075551256719,0.114998484057014
162,0.20891877394463823,0.09584528121681228,0.10454072942920592,0.0571405590154994,0.1306250737044432,0.40292958268940104
163,0.03482339793421496,0.37422853277335166,0.22474267696049355,0.0076339689741890425,0.2122072854847444,0.14636413787300637
164,0.10057594165262469,0.23786335417232782,0.17545726868980913,0.006872358027948138,0.44836882610274303,0.03086225135454712
165,0.41121309462040395,0.2876510119607904,0.05430865842280882,0.20232693254197975,0.02002754569408679,0.02447275675993022
166,0.10008307196950479,0.01203345739857595,0.36712157490429315,0.43757075684320024,0.011468241540754917,0.07172289734367095
167,0.02137613455863365,0.6027185863746815,0.02709151621574706,0.28495102803686206,0.0053824631488935265,0.05848027166518226
168,0.10564093305155182,0.13464093447194334,0.24850348233777994,0.02305374444391608,0.03589719638613899,0.45226370930866977
169,0.5099504799139823,0.14782110904993342,0.024354322515390034,0.016217719410629616,0.025345348490843106,0.2763110206192215
170,0.06851168910641262,0.2996842460181068,0.21191620602086036,0.005677872834092719,0.009635670927561462,0.40457431509296604
171,0.46609394803239057,0.05150042051538696,0.007150309951714515,0.003943579404339303,0.467962681233789,0.0033490608623796825
172,0.037594076278598815,0.36049889299678306,0.005991571370343565,0.40607936440443176,0.1725055360081537,0.01733055894168914
173,0.016675053137554234,0.22798711581110487,0.4873158605380439,0.0633314132749232,0.16290318860842035,0.04178736862995347
174,0.038339173395363996,0.43545898069858796,0.13087687345508317,0.3603974336202926,0.02719308584193613,0.007734452988736158
175,0.10485868342043277,0.22193554943976948,0.6224037519259807,0.008947973171144269,0.02815441955584292,0.013699622486829807
176,0.13410470663576285,0.18362453288957006,0.031139586447018648,0.3340675488078578,0.04339667675536766,0.2736669484644231
177,0.02611945465866403,0.14051910244233715,0.05731794392144745,0.004356085465152212,0.594644976733331,0.17704243677906817
178,0.055180598956232334,0.22501795680286008,0.433365796221903,0.021740333948160794,0.2502978021453573,0.01439751192548655
179,0.44760833041124326,0.1411967294269581,0.18967938391433792,0.004134519656696361,0.18584360328780886,0.0315374333029555
180,0.48407944429493466,0.07976590895533757,0.2409432662255357,0.028037171253317564,0.08076042024061346,0.08641378903026105
181,0.09748321950589035,0.19856712955588476,0.009607758832872744,0.015032410292585032,0.4665497047255176,0.21275977708724947
182,0.009197802183492107,0.10852343973618822,0.13102601447022094,0.0030561685386813107,0.0061022952210680785,0.7420942798503495
183,0.5104064324846036,0.12457804238059876,0.16886785696608708,0.16132443521433518,0.010664185731283544,0.024159047223091822
184,0.0897369676070968,0.7718558953234806,0.09602305059547624,0.00474949000176861,0.011193738056831997,0.026440858415345693
185,0.00489386079434355,0.1659782270612567,0.08899791439961427,0.07991394744673702,0.1212841776938029,0.5389318726042456
186,0.116370309796277,0.5308897366020018,0.028686755139551882,0.02658383654693525,0.07197724865814464,0.2254921132570895
187,0.023088452879124293,0.30546959849001387,0.004357410455190327,0.6483740441715277,0.008473592535600894,0.010236901468542925
188,0.22459065676436588,0.11917470409354426,0.006556510870485832,0.5176517988354313,0.007287962503876158,0.1247383669322966
189,0.1746488532242374,0.7191934283316903,0.013924599730210045,0.0032613478146909045,0.08197761603245723,0.006994154866714106
190,0.2563438170285821,0.25908887584724843,0.17751893370189029,0.06667343097541087,0.18396179071922594,0.056413151727642386
191,0.026409712423897586,0.5635132144595484,0.16888141059065415,0.019444834778445098,0.1997850617083129,0.02196576603914191
192,0.06628424325125118,0.32181512540831303,0.3299452419240328,0.08799965506446865,0.13573205345211387,0.058223680899820496
193,0.004973133738746542,0.8648826929485718,0.02446144860633645,0.010863256611758984,0.015123590118986912,0.07969587797559935
194,0.39549471985748896,0.32295404201953404,0.04308827390305685,0.0054984390178662,0.09723796081837742,0.13572656438367653
195,0.016522105014770992,0.13443193699961317,0.01144928471795628,0.2587577314771558,0.4220421088475464,0.15679683294295738
196,0.03946578263755393,0.16392071643827447,0.25707186802910365,0.043235433038150965,0.32466565684252185,0.17164054301439513
197,0.0551293794173627,0.04261358984649823,0.7180539400606482,0.009682564423217785,0.13741135034939905,0.03710917590287405
198,0.4207722489303999,0.028540360376762375,0.3841684165310871,0.008485522144619086,0.13202774432830008,0.026005707688831536
199,0.03436939684838809,0.14852260375961346,0.6369433644930531,0.1514172025527359,0.005152057599313765,0.023595374746895617
200,0.005558565925786514,0.9410583464335086,0.008630483678069055,0.014994871126953219,0.017713701185901876,0.012044031649780726
201,0.13421467236784418,0.05226964053790571,0.013268403893546752,0.12987736128195818,0.6598880289351698,0.01048189298357538
202,0.16689978171507358,0.6995557416839109,0.034607262827074284,0.030869322528835647,0.056546299777017375,0.011521591468088233
203,0.15220021949926107,0.36552661015008997,0.013873570740145334,0.2226184232297598,0.23807074194698002,0.007710434433763763
204,0.024644164299615842,0.551964572959647,0.1510894447559745,0.010217066441397723,0.2563919924787987,0.0056927590645662884
205,0.055539473946990686,0.31103186971466534,0.015062376855253167,0.002844482986738611,0.19932766418207684,0.4161941323142755
206,0.09344170584176928,0.18383720692832808,0.015398996236728916,0.23976728548569812,0.018993440548803253,0.4485613649586724
207,0.09277344178901296,0.58075109709709,0.20049130399770443,0.009794822103307047,0.005099246730942682,0.11109008828194286
208,0.050717951855076084,0.48852396214396177,0.05435717882300622,0.009365666301371494,0.2882631663344542,0.10877207454213023
209,0.03893919436461955,0.25877713139469594,0.015075793078084335,0.00823891169556937,0.6764008803765177,0.0025680890905130926
210,0.16696098306021104,0.6091553036497804,0.010617957266085838,0.08671726401236812,0.016144113564099706,0.1104043784474549
211,0.020890018926726775,0.21827056005797824,0.10870571418824534,0.1443187806568481,0.06628362422635378,0.4415313019438476
212,0.018593331778229222,0.5578737809032009,0.2623996207278396,0.042159151936671566,0.08965582558808878,0.029318289065969894
213,0.3398166175105031,0.053326642556505106,0.23965096291860177,0.11061449659813648,0.017713096438329197,0.23887818397792437
214,0.028663755145761416,0.3170952088909026,0.5024908580808453,0.04359147066185109,0.10052932397425168,0.007629383246388011
215,0.017678354703265824,0.20683117771355403,0.3743866286958186,0.0895923214409494,0.05066362519775539,0.26084789224865673
216,0.032882506853609265,0.6850593210115028,0.013507227306862083,0.13401070448484878,0.012932797244861427,0.12160744309831562
217,0.39084587357822625,0.339131342763699,0.03250069502078553,0.06661065223731424,0.08971313846772773,0.08119829793224718
218,0.2117892408967329,0.5062623407580328,0.06877101287359465,0.009149170174842125,0.10422766438868374,0.0998005709081138
219,0.004660384252659903,0.8072872639908365,0.02091376584721553,0.009686972927592496,0.08631270437322329,0.07113890860847229
220,0.163699436770937,0.2049045253760266,0.005906251568093579,0.3863388356094376,0.010029418196837774,0.2291215324786674
221,0.5882631130656673,0.19335596131410915,0.05475926497312454,0.10446434953892078,0.015808890804191556,0.04334842030398671
222,0.33972758513373497,0.11273963854858754,0.2939312645056312,0.07199633329866797,0.09806038107630875,0.0835447974370697
223,0.07452303928646263,0.6147602533518454,0.17680353150482775,0.03586307891899403,0.0212619445412898,0.0767881523965804
224,0.03913234263352669,0.05541947870968148,0.44799510225098227,0.01887492777147845,0.3635121240851708,0.07506602454916028
225,0.010912590888798989,0.3159527595739772,0.45205722160330347,0.0075232683804488725,0.0470949552567602,0.16645920429671116
226,0.0030925171610650757,0.11632229159346397,0.7086341069811769,0.015218836170455552,0.09758693997293365,0.05914530812090486
227,0.30225014087330543,0.18396017818579613,0.02079717958916544,0.12226613211313131,0.14027866690763555,0.2304477023309662
228,0.061178835176897456,0.42192412408065405,0.3916661627743193,0.009546001924642764,0.005517587737108853,0.11016728830637754
229,0.2587355672882018,0.2015386275612899,0.008403988112848685,0.009653816279811434,0.026352590013936025,0.4953154107439121
230,0.021743390669294028,0.2382849237167208,0.24133590816784037,0.07489528047719163,0.0028616010915249596,0.42087889587742827
231,0.6152461709477505,0.26580732119378325,0.03225075761424141,0.014352968834423021,0.06300112953750776,0.009341651872294077
232,0.2780007451957089,0.36663473396102364,0.16722053606497608,0.08090704529663759,0.008953301327663265,0.09828363815399048
233,0.21575215713496068,0.37411285742887346,0.1024693896526794,0.21951046613997985,0.08365873787713285,0.004496391766373814
234,0.1411229741360108,0.014784301685604696,0.022708708575185827,0.5384127037331131,0.19392245281410223,0.08904885905598328
235,0.12518439808513537,0.6755799684250975,0.00651294802571404,0.08297246295631842,0.08730444403281641,0.02244577847491827
236,0.021505489771652467,0.3587401813866147,0.1966403951303701,0.3537199594940339,0.05921719145539047,0.010176782761938376
237,0.15847722281821025,0.16631745097460165,0.5520892220988841,0.0031094820531196673,0.11321163710606712,0.0067949849491170805
238,0.003704488721181814,0.1711259719030892,0.7448032344081801,0.008519416535789543,0.015326757223389059,0.05652013120837033
239,0.11595353772842054,0.5436928639432738,0.02005845321767492,0.2963612513515587,0.009720486500436156,0.01421340725863591
240,0.013651943987839825,0.24599406562584764,0.41688180226033605,0.18089721547988302,0.10687366754825517,0.03570130509783831
241,0.0695836655101361,0.4868767085798811,0.1637126820480932,0.06542017918517624,0.022487630240960992,0.19191913443575245
242,0.021920414835425006,0.03966329633995542,0.6294711532318663,0.09280100616342907,0.1458677498005181,0.07027637962880601
243,0.09999424706201462,0.5664484593966318,0.22407323781419497,0.0435861307378025,0.04250050733750897,0.023397417651847108
244,0.016003604585313778,0.30790513931602576,0.2657996964625118,0.22562803290564354,0.18169319703592415,0.0029703296945810254
245,0.10497183699199514,0.03822210021361796,0.015292332783487475,0.6991198261818736,0.09436597030566055,0.04802793352336518
