,topic 1,topic 2,topic 3,topic 4,topic 5,topic 6,topic 7,topic 8,topic 9,topic 10
15,0.35149934802321353,0.35889924243518984,0.005225975927320054,0.005319861860432154,0.21368376381888768,0.02403210624366191,0.0035984957717990294,0.00815909915481496,0.021362624465334865,0.008219482299345937
16,0.01244755353569387,0.015013958036260058,0.006881286377783798,0.0356479553934787,0.20433056512836714,0.0026400003135555222,0.0033505847478757494,0.20451322493803642,0.4873766431988861,0.027798228330062735
17,0.0032474508599881022,0.0080502713950584,0.016065867837791604,0.5544809470131153,0.10638309940341764,0.08195485744426165,0.04672183590581181,0.13804878674881257,0.012999957790342605,0.03204692560140024
18,0.24271523841076362,0.00336282582552985,0.003852574897242451,0.5830291921316573,0.12129992262861103,0.0025411092938454017,0.00382839935029211,0.00523223651834644,0.005835821312538415,0.028302679631173472
19,0.18666697042561076,0.023617033427433813,0.033448456794464544,0.0671812085227665,0.525657904288438,0.004463659199684964,0.04206404037181478,0.01562875551834679,0.03922387578007591,0.062048095671363976
20,0.00710719716567182,0.14712527905775866,0.006722764126032513,0.26605271874370284,0.02682643894238952,0.4962656634305769,0.01737007418421259,0.011713683102786566,0.010901603763670194,0.0099145774831983
21,0.008769605016154694,0.08510285294347639,0.007769375553759412,0.12798984717283202,0.40516350173274407,0.0042736637673928945,0.02668733760776777,0.008854501488288953,0.013058715291735943,0.3123305994258478
22,0.04993812948755075,0.006633741324605909,0.0887377931381934,0.16285510195191183,0.04435736153585084,0.0035748885951359948,0.3244701342001662,0.12460954715995799,0.06923825032955794,0.12558505227706918
23,0.23291372373022842,0.05210652223898731,0.0739709749930327,0.040308081435301464,0.4211324110747354,0.006309483964822789,0.13452542093518532,0.013486418529611056,0.011959636625238053,0.0132873264728574
24,0.004874464661594899,0.013859652527018877,0.3949495505282211,0.14124059396410188,0.15231184811191176,0.019890885388828158,0.005504675995503953,0.1332065883272576,0.12786284667264614,0.006298893822915569
25,0.12106218400099632,0.003067589351316753,0.005559130381361921,0.05495344046298513,0.04449457569103446,0.6447229475291406,0.06924098456431114,0.009886661471601613,0.028551421124264963,0.018461065422987092
26,0.06279145689512086,0.004696597309012994,0.3248226109577636,0.14100547702101512,0.3686547190364786,0.004445984217963074,0.03304011496446128,0.01110197940959557,0.015196900696728266,0.03424415949186057
27,0.184675486083895,0.0907839335791206,0.06013175487160309,0.18825714038913044,0.17667903877387411,0.0037433833636601223,0.024037183305201187,0.17402664867469683,0.08145671202340288,0.016208718935415672
28,0.22579443195277002,0.010453320195258043,0.006477838684850868,0.2895539574382544,0.3836183697162377,0.005218428550328933,0.005490176828357966,0.008102839176810525,0.016762788460439926,0.04852784899669163
29,0.09795475770917572,0.04504572884001157,0.05544676891793505,0.18195851952815043,0.1375626770563079,0.012065599012010216,0.022882483385783445,0.43373135227102627,0.005663254538824662,0.00768885874077468
30,0.05146417592696019,0.4895979340461794,0.009586468368257398,0.24171742700271567,0.11704477115516297,0.003528697491264234,0.009358200408437573,0.05491951189041292,0.00897031547928397,0.01381249823132569
31,0.017251323720817162,0.020548255804025493,0.11927966439764465,0.2896142957647477,0.24960985288189952,0.0032569128778962967,0.0030422596809447982,0.003965602429191272,0.2879077589555519,0.005524073487281345
32,0.362414186745956,0.0018962428582959148,0.2648353107898007,0.004649397520286012,0.32741829730241456,0.006223390715790388,0.007629722639007151,0.01449814648968443,0.005189134611219835,0.005246170327544909
33,0.1302236966446149,0.06274571120158386,0.14831459878495987,0.21346473151921994,0.25709358359762313,0.014081756906882273,0.013549706778065922,0.0950135377519401,0.02730771108424789,0.03820496573086209
34,0.06886532675691949,0.10389046452824591,0.015194725027117873,0.04078123069358341,0.2245821732625103,0.003341024638229588,0.008031185198330461,0.33138788626084437,0.17472698642003992,0.029198997214178735
35,0.23681513550974922,0.003676562783794708,0.015525043502758032,0.009289926710875064,0.5255675714218504,0.03125108453061218,0.015783239074828998,0.0672717775924387,0.029444389509840563,0.06537526936325216
36,0.005252533491612543,0.00940802867847064,0.03450582503204627,0.07609711335856867,0.12619537032345873,0.005659184187390088,0.07003869182986473,0.08879073483542317,0.42449556689718315,0.1595569513659819
37,0.14335777482071194,0.0826561789619787,0.04059616258558948,0.07434358114127226,0.314744743358904,0.0057887129637684675,0.19571641134958606,0.10750011509711452,0.015358635040293628,0.019937684680780787
38,0.016474348024567233,0.14205291850175977,0.05708611313190283,0.10320421808687215,0.23767698739783202,0.06248165761824316,0.34293260799061115,0.01067375054175994,0.016973365895666274,0.01044403281078534
39,0.12055975716692208,0.03523025912402692,0.045584421987720704,0.07757432375369812,0.08582260898088269,0.029028398406885366,0.16143947224956712,0.3728997683920526,0.03471090499244487,0.0371500849457996
40,0.3303796928806568,0.012604776590872413,0.11935220694495743,0.18617972331137025,0.03417171982884184,0.11284596588867014,0.06779204878933436,0.0059669682371688,0.07912416513924292,0.051582732388885055
41,0.03176790410913967,0.44934689181951026,0.012904839469701956,0.0744954565508704,0.01284453801184125,0.005444546126810884,0.08612636220523294,0.07031352682201515,0.07342904585663658,0.18332688902824085
42,0.1698367492114585,0.0038572830030675453,0.005390518009230712,0.006119529396217896,0.551312748429589,0.00524126447198803,0.05860280005747623,0.16153975202722828,0.007807972843333136,0.03029138255041068
43,0.04388577490888059,0.03400054877968131,0.0508734946354275,0.3031678478883801,0.040217667411002245,0.14187026532878905,0.012534170532073913,0.26737564593976315,0.010669710315012378,0.0954048742609899
44,0.01680201240346856,0.005393037304549502,0.6922608088580585,0.10310181766853842,0.006179336999112145,0.004386201371033635,0.009406826750904786,0.036375405915568544,0.03304271709529921,0.09305183563346664
45,0.007358171369964119,0.006589229288499143,0.03762392467762375,0.021380428380842677,0.055378252211137534,0.015041806715921624,0.007484693008019299,0.7853319298730616,0.044500592284225614,0.01931097219070469
46,0.23223586696629814,0.025237241731692516,0.164800662788007,0.07248428926410766,0.0922515766185328,0.012935998280022717,0.1371655431388391,0.2505670940295085,0.007344592317106458,0.004977134865885113
47,0.26980442839615315,0.09264277248823606,0.005757657604719091,0.09970430732214121,0.16034195559384187,0.2700819199967024,0.06218823534660899,0.005487711020053554,0.008625076480519349,0.025365935751024284
48,0.01778306419630686,0.005238734902149179,0.21634531874288887,0.5559664809220077,0.012935414485286918,0.009007783859168445,0.061252721746330625,0.002819460483389294,0.002269854306078909,0.11638116635639316
49,0.3081081036063645,0.04571924609638896,0.03514555700302635,0.009818835136276837,0.16962495196085645,0.06696095034999558,0.3045583511657642,0.0042220816952302734,0.03156820129330847,0.024273721692788422
50,0.3667578055130616,0.015424247308152957,0.06521612376817924,0.27057764025314546,0.14752004051751197,0.00442561933115736,0.016768844767666716,0.02913543921861198,0.010309808657924975,0.07386443066458781
51,0.00689300897042512,0.00546615957828507,0.003321344570629782,0.672160687817947,0.003450820234294575,0.003006572965330488,0.09052273228348591,0.1936604054804398,0.010525442598251084,0.01099282550091113
52,0.006617843515538572,0.004328455877296137,0.021041990780837284,0.35531459019715655,0.15406985041534915,0.022047301441529714,0.3970624255330501,0.0050558234342343395,0.03199133417940914,0.0024703846255990577
53,0.16828733313471272,0.04175483886186479,0.004949386002472235,0.6462426497379664,0.03345964751815404,0.009179759803497308,0.03773016320164087,0.026357825452485776,0.01919809756080456,0.012840298726401252
54,0.10315330413209257,0.007187438708133968,0.4262757888509522,0.01944745300033382,0.28401144116484667,0.061622741797913216,0.004879162000423017,0.004745238089343482,0.07190706158286865,0.01677037067309245
55,0.11397119310367329,0.005672103124641489,0.2721340638533869,0.006203621500385694,0.30572998027072135,0.01840225147837943,0.2425199143396808,0.016899011264356043,0.007363425567307642,0.011104435497467365
56,0.020104735016917855,0.01265839676160739,0.10975374363199872,0.02763438407064067,0.18257734803527967,0.6173378391078256,0.003445068389742251,0.0052085645579722185,0.013226224126325946,0.008053696301689587
57,0.2839931279232047,0.055963442693147986,0.10740826036964433,0.3129131656425498,0.13808859137431348,0.008988054582556129,0.0440690329747108,0.009526075805014756,0.021606939357115985,0.017443309277742073
58,0.08726440476860088,0.0711899446807794,0.1434055176322648,0.31421129271332193,0.00777035607850894,0.008475212092100276,0.0377829184536595,0.251076169820772,0.05501713070069186,0.02380705305930031
59,0.09696984158072103,0.22343456377323653,0.014452944511843889,0.14072411452899383,0.30161393562676936,0.008014629939352518,0.017750874375744276,0.009664782548457835,0.14280339025584488,0.04457092285903594
60,0.04723006135767825,0.015987713667081665,0.4340888298125536,0.1645243100647138,0.17864578064965614,0.017458733292125012,0.006965757749189788,0.012561760362916084,0.01622921140502148,0.1063078416390642
61,0.614694193445433,0.03750058702926667,0.01535959322653188,0.1386539712793615,0.06313287376905519,0.011259696306535245,0.012648584166493941,0.016211835570801445,0.06848516531262329,0.022053499893897918
62,0.005317551455513407,0.1856145466194018,0.08005884870448465,0.08644267870673764,0.38062086351698543,0.008638958358484217,0.02854102467650162,0.010726713652322091,0.06363135304427701,0.1504074612652922
63,0.08282635778830988,0.4575247970285617,0.03104719444903354,0.004606289606111095,0.01562482232755426,0.004576445482515655,0.04083105370209234,0.10941072791924834,0.04237139620465698,0.2111809154919162
64,0.10297560347448345,0.017731137080821118,0.011126445233335973,0.11988996464347733,0.06379914864083956,0.3009267698065564,0.24413820079643056,0.01574527356015506,0.03181811898850223,0.09184933777539836
65,0.4165087427216463,0.011225970919687899,0.018023255899506218,0.09434051960339382,0.11449612300257753,0.026223630094435756,0.061872957143603226,0.21007155592136414,0.04020206558072579,0.00703517911305928
66,0.17882805736446267,0.030052063559039985,0.2969723755627388,0.004936057242936984,0.2874913012887895,0.033052254702239645,0.03445630287876654,0.07450605760080785,0.044908734436388355,0.01479679536382953
67,0.0032576231205142824,0.005636139917042126,0.027912823412233428,0.003715260968047943,0.008050000428928663,0.9165860814776723,0.004462541946492618,0.009016739861863238,0.008021069430037277,0.013341719437168087
68,0.4281145863845223,0.028232224380451507,0.16960259303847158,0.02707906493925776,0.11252284545191588,0.03542195102330318,0.005841079473981174,0.06925222566614136,0.1140222449297247,0.0099111847122305
69,0.4212616118299449,0.010357135582235326,0.0038113498363086624,0.005261200877478122,0.017637333523411142,0.02806974827203871,0.4269660197880457,0.02713604966612793,0.010567172105335873,0.04893237851907361
70,0.0637936772355362,0.011603638698079137,0.0648269597304785,0.08864091672066277,0.004844283934960681,0.04611720579676902,0.32830625578954253,0.2459052562004552,0.12598174197814663,0.019980063915369328
71,0.21678585216468427,0.01626495707888533,0.3119313735700624,0.009117759352053533,0.35963368902359866,0.004868598456692,0.0054276501716614065,0.050224915448032884,0.008740927066263237,0.017004277668066285
72,0.0505952772819196,0.42333352100720395,0.10560593510395515,0.13435845506884644,0.14701227881919415,0.017093656237878837,0.016139648849002614,0.00808804920489373,0.01563420667785329,0.08213897174925221
73,0.05047421665520828,0.0075528263608768305,0.37501814004721123,0.005952550368528724,0.20833266139075754,0.011635845726538661,0.10769102681577053,0.04012440191789443,0.16604629561591386,0.02717203510129995
74,0.02449224809481552,0.04104256718842737,0.258439782205088,0.11678379824286393,0.07880267464390107,0.04935078022726593,0.04675413506081837,0.05502794649704636,0.04312340937770911,0.2861826584620644
75,0.013647471649708202,0.032535289679861336,0.0036233681591192252,0.008141748912057803,0.09661823384104956,0.021071182590344167,0.005834477462215076,0.7694739836917776,0.02722773781781292,0.021826506196054234
76,0.30831009801316867,0.053285914701758176,0.009950121012552632,0.009284299268347349,0.4588906109588917,0.07200709619600429,0.014644371700802395,0.03692191631502701,0.018773400445587042,0.017932171387860685
77,0.07157343368451548,0.005263249998542353,0.15566286803026083,0.19735433870475605,0.05230595534885924,0.011937847453070874,0.009742698632331563,0.16003022194065897,0.01320708723126471,0.32292229897573976
78,0.03763034241887954,0.021411961183892984,0.007357037778501096,0.10199506273430864,0.08364036778650616,0.006144699583603453,0.00836967801631518,0.6602301682574462,0.005384998958245049,0.06783568328230173
79,0.22041024102104118,0.00992398641203774,0.03676102423031658,0.060830766255518906,0.2573496384535158,0.009660562507460963,0.24842787570763844,0.07777289761183906,0.06440463732482736,0.014458370475804075
80,0.004132882313343396,0.1460342292319672,0.3552640200741616,0.15411077899782383,0.01025362963757277,0.13743290486739548,0.025565732589821297,0.11300580803592689,0.020281036533640082,0.03391897771834751
81,0.024350915515398704,0.38436263533742454,0.1769066717598047,0.010554851833944882,0.2026813432864898,0.04669218403915616,0.07686679508348068,0.013722450068248836,0.015716570513338243,0.04814558256271349
82,0.20833317346920113,0.028181496387907987,0.009688844029462773,0.043165428036598605,0.00926557439656551,0.00967955141669835,0.4361160796839483,0.18431628310043055,0.04157673712417629,0.029676832355010556
83,0.02296088089173669,0.01657777102127213,0.008075191467094726,0.5100724738439735,0.004525058490601229,0.042742058970208906,0.07766382856941376,0.3007978006073496,0.012100215863136103,0.004484720275213445
84,0.1436819125270344,0.009943098207261181,0.021422055623639077,0.03588693349434766,0.123153345269023,0.009133824163757975,0.0547846899532505,0.04263880645270281,0.3434252979781145,0.21593003633086894
85,0.28431480039622725,0.10646744313896023,0.006133973984589311,0.004388058305118541,0.018258068115187473,0.2498218874023929,0.01240702593030865,0.013106559515476146,0.2901967357633319,0.01490544744840766
86,0.011724572161019485,0.005857980035751018,0.27729131169272186,0.11491678608491937,0.263852767791989,0.05980715679253947,0.20038331131327444,0.008179849258095227,0.04950020339272396,0.008486061476966178
87,0.20757925586805015,0.05118705018337382,0.2523948339766459,0.1629132340557412,0.032619770759339264,0.005220860254977999,0.12714534263853175,0.01133823815688137,0.028109860242666103,0.12149155386379251
88,0.2794514317194458,0.04831197817828221,0.01353661372874928,0.04120620230950371,0.18435772728764685,0.02213647420593811,0.34454164431085244,0.01420276933913666,0.043280417537842245,0.008974741382602618
89,0.04077584613043967,0.009702772574115264,0.38309003012900544,0.04670560787888228,0.15788588966084202,0.018234090781283865,0.18752466975945245,0.09888185602523344,0.04612603863940034,0.011073198421345139
90,0.060969111104052225,0.002971237108187671,0.018230854390627903,0.5941405009055775,0.03476029683852298,0.01562872195993452,0.0693978355682806,0.07858637833097291,0.11772687784492135,0.007588185948922313
91,0.05660089843956625,0.09757978325454549,0.010487559014539401,0.006887699869885237,0.016072826804546456,0.11335011280957108,0.49720154169500386,0.18283013959455754,0.010327204221073541,0.008662234296711105
92,0.010949428189714294,0.043726971999811244,0.05064419891620317,0.2404708971792344,0.38185330820016783,0.16669588168662153,0.01498634654200231,0.011108837027992065,0.006482087494683864,0.07308204276356921
93,0.012910919568380665,0.0031239336643691185,0.10910063827848351,0.0039500826145650045,0.7536731187846144,0.007259550333497578,0.02112100201411279,0.03667636116350513,0.01090400806968829,0.04128038550878356
94,0.006993375540593032,0.00649113616754982,0.10224016674123249,0.0035755805385424264,0.004302935825658783,0.003127853118080428,0.012251287142790772,0.018385973067929662,0.004485310557816692,0.838146381299806
95,0.015623004679013865,0.2128004995844548,0.04796451930719227,0.18562847597646362,0.007087517291330495,0.03198666044282444,0.008687568402433732,0.1671866834512324,0.26014282203429123,0.06289224883076316
96,0.09820081879600726,0.03775016542064277,0.26006761424434716,0.1829908406203608,0.08476569894508607,0.08707216320191495,0.06841467480871172,0.00613289783901071,0.16877429901871516,0.005830827105203384
97,0.20510214142764194,0.0060543392012112,0.023627814922850054,0.018143701960258853,0.015394162175942512,0.0070397487124195975,0.056670944848469365,0.05232674882928765,0.0034417003078127725,0.6121986976141061
98,0.16788516005631507,0.06059455940884961,0.005274854359417434,0.13139412429531622,0.08061215911995713,0.00613746872760969,0.12246853797683245,0.3089188408974253,0.017293318606807224,0.09942097655146992
99,0.3666998943388784,0.014067108289758476,0.013527687602214407,0.15653904110656758,0.028746148502284477,0.12555180477894073,0.04159327281045519,0.01246765897382681,0.18230723097644846,0.05850015262062544
100,0.024644130504063028,0.07144455454299628,0.0058163622586306874,0.14887457958764214,0.007432002035159581,0.05197622991353864,0.4852562082144366,0.014887676323052547,0.17241222358913852,0.01725603303134196
101,0.20603346159741776,0.003479996230833705,0.30488615730955215,0.02069177359242826,0.2241450574036009,0.0034831126494316946,0.02698705266375103,0.1847117194310348,0.013807408060284588,0.011774261061665113
102,0.28072724244724123,0.007193729096212079,0.31887036286657966,0.3167101402528722,0.021311563506230702,0.02004572085594076,0.0067291004517800014,0.006614841805823185,0.00734243709788514,0.014454861619435048
103,0.1071039359890681,0.5676610128337632,0.0385433361087339,0.002798185438662194,0.022968284418814204,0.0077853879667352036,0.20801211655606427,0.010945814890651391,0.02134776493585262,0.01283416086165488
104,0.015419984222715616,0.060034889257132726,0.010584526064585114,0.34640823810281524,0.38006251356019977,0.02713502835894255,0.007003985240912973,0.07222302393916026,0.07326872322704918,0.007859088026486466
105,0.059005391266827655,0.010776726564194912,0.46732447643804204,0.00794517188811457,0.3247983678953911,0.0036944857258944543,0.013998410859597974,0.047241815821076644,0.003396812193534522,0.06181834134732607
106,0.09372636694179115,0.1149799256014897,0.00809566801287267,0.025124492044858303,0.15478864231859904,0.047117722949868594,0.006861493552556391,0.0071250706871208635,0.023717219850995886,0.5184633980398474
107,0.013523237178323122,0.014648853819583899,0.005438804573586891,0.06778110469766763,0.01200517151388733,0.08513607925264016,0.07831235122787363,0.005822832656358096,0.6770336831409076,0.0402978819391715
108,0.16060910712967372,0.016831363227918644,0.0068255552485163035,0.11842191706574463,0.27780590301862024,0.06727253415785635,0.14153199968520397,0.029723385439387868,0.011159926149810779,0.1698183088772674
109,0.3564632950371537,0.017737650919391182,0.04022809295687768,0.15578690513658736,0.14413953009636116,0.004282819569854616,0.14914773303439646,0.0338114452181448,0.041067651155262265,0.05733487687597085
110,0.0065605478956615795,0.022264962911612257,0.004030223263730166,0.5844237951805108,0.11863429205237484,0.06977778586930809,0.09587562043579868,0.002701398434663567,0.020888990379822,0.07484238357651793
111,0.16702707987957693,0.010881506045250082,0.06601422156917308,0.031048405037681713,0.158359655265945,0.09362135996629574,0.14147490902781082,0.017539768279515706,0.2552015578704786,0.05883153705827243
112,0.3091685913158076,0.042659589777140995,0.08185711851245148,0.010161294049333549,0.00834609165154091,0.05208997916157189,0.007069864976546349,0.09816997588916003,0.22757982507798816,0.16289766958845917
113,0.05925276061391335,0.13466436654003894,0.3329468404311503,0.02205849294532221,0.08323311568321036,0.06909887303254762,0.018575028025166807,0.16355347623914246,0.10786157607028472,0.008755470419223157
114,0.03856801826642175,0.20112158787329817,0.08028169239179303,0.28196584583304224,0.08953816085940698,0.017270514191647806,0.13922345082746376,0.1261314465262495,0.01512539707804082,0.01077388615263593
115,0.32819632715819386,0.06394455377426504,0.05391064738566512,0.24617103034150173,0.008483271663899153,0.003633813997587141,0.01377598652862966,0.26771295923097566,0.009284007105279244,0.004887402814003485
116,0.2222809802768958,0.0468963878374924,0.003283397046502537,0.30244596916942273,0.0058314448176669765,0.10239060555394702,0.0524283699296206,0.06012659008758088,0.1951600638911391,0.00915619138973206
117,0.015288668834596116,0.0670607241412652,0.1649197932790373,0.19872477878873696,0.07253877303419665,0.13057792169580146,0.1938625460434886,0.0075418562861835035,0.015763918492187834,0.13372101940450642
118,0.10580816694318518,0.01058063317211947,0.00496062140559022,0.041637532897683106,0.016096352586750767,0.006871883044816524,0.03785084773106874,0.045553097939279315,0.7185331404790553,0.012107723800451442
119,0.05567219150675344,0.014110347928727876,0.04178391592781234,0.2647971515219319,0.3607639838995423,0.057625850080466515,0.10894832427001273,0.03330481523277049,0.05470642779981829,0.00828699183216406
120,0.04574884335850379,0.0037359131452861082,0.4659676863453247,0.16926753682412532,0.011948815047104346,0.003191279420061255,0.004856968090096325,0.030140616037632083,0.24210149372242867,0.023040848009437398
121,0.34148951571668773,0.1479045593134025,0.23599284663249026,0.06734920513052724,0.01065998813416223,0.0038531458648291216,0.05233404684092705,0.011499395262450333,0.11264775488181482,0.016269542222708724
122,0.2331014617300275,0.05948581713095755,0.011712004832612644,0.18794879132208805,0.033246824378211394,0.0767834303834604,0.23514832217620193,0.12339918752779251,0.022768637634097012,0.016405522884550806
123,0.023662828031633824,0.0084608357675966,0.004337529160504754,0.6754868248340852,0.008616071064165289,0.06976383931549945,0.11159586673952625,0.013468449114988894,0.07453580930516965,0.010071946666830145
124,0.5327964809260224,0.011263729160808091,0.015091491068078808,0.1067790956202635,0.023626730614378803,0.01580938829306378,0.18105351084240803,0.07352417385916545,0.016145703114669622,0.023909696501141508
125,0.012605923748159728,0.02530226794078173,0.09985890929401847,0.09971840377374522,0.0836747246253583,0.00802223704569443,0.6307808716431393,0.003857922096761444,0.02195566798444311,0.01422307184789827
126,0.0129513913530005,0.12021400710771289,0.14146723267226444,0.12969415028564343,0.005691356898507688,0.0054825412706801,0.06688017463208604,0.06390821511382169,0.45062855144326275,0.0030823792230203484
127,0.09152242563441809,0.006594188695845906,0.002821624691735952,0.20984758956033722,0.034666769995474876,0.008868452469221428,0.33937032412365287,0.23826154266651955,0.059504837662610464,0.008542244500183628
128,0.03995976004359487,0.007037518796985335,0.0321265840022668,0.0070360864122952565,0.005414015362121435,0.005286468523932554,0.7878976829245187,0.10280476218646145,0.00852464711842662,0.003912474629397067
129,0.004628804561871254,0.1901206320970733,0.3529158926094667,0.02955997435310515,0.01533006246951509,0.12262146189230094,0.004533514398975754,0.1192976190247483,0.12319810769693923,0.03779393089600436
130,0.5309786073424628,0.034615702839034444,0.006904034894951719,0.09874261457593901,0.013593018348363907,0.06878995763675344,0.010929970583751121,0.012764606115880388,0.17271976996667976,0.04996171769618338
131,0.48575865511369587,0.10358128229158388,0.3164027248552147,0.009498761209329087,0.008254017933416095,0.004506680097640796,0.026403533292156008,0.02120019871054854,0.010685785965793481,0.013708360530621551
132,0.01320557261450267,0.09142526975829546,0.4164289322190167,0.08620183463037534,0.32529340533914514,0.004745509140618552,0.01431692286776206,0.010410799652230985,0.025878246809830734,0.012093506968222398
133,0.14546462909033325,0.2155560043416334,0.007386059081433383,0.06864647824459526,0.16725563403527707,0.010494642612239768,0.2077226778501863,0.012570137725703302,0.018879702031079783,0.14602403498751854
134,0.1445929853591293,0.00861799453634171,0.01833179482315945,0.04121872081580747,0.1347960974980514,0.09130387167550398,0.44407609223880207,0.10266326343324944,0.005150040675472293,0.009249138944482833
135,0.13931966608027244,0.14964069318904064,0.21777927134455216,0.07266116042906054,0.0046660862676418,0.004219324701434911,0.3073558017232504,0.05131887173778346,0.038259673008159016,0.014779451518804644
136,0.0049356979583714015,0.06088386297224811,0.011895154482938331,0.015277187443989261,0.14546374745162388,0.31067598316552786,0.35005511344668505,0.016574948236351687,0.07567133054287077,0.008566974299393584
137,0.15111206691686907,0.21027872190500052,0.0335450596966398,0.049373802317662585,0.003158797139190458,0.005189813730316331,0.08312656053004991,0.1282682136868175,0.01477226822305841,0.3211746958543955
138,0.3459917220836737,0.005272699330282406,0.004026616474198247,0.06550028950690832,0.2175140270366612,0.22556726973034122,0.01472628507877488,0.016868715731967264,0.011368107780119045,0.09316426724707372
139,0.06754461748847554,0.005277631931077161,0.037133483436723215,0.7425756707110809,0.07548080798528468,0.004652706919644965,0.007474013373637427,0.036429728166779675,0.01113184875976441,0.012299491227532156
140,0.1592016285194332,0.0076530439028991695,0.020103092294985275,0.0038918187750018604,0.023456086407949342,0.002264854180990888,0.14118537224326905,0.005358590650151831,0.6333434534656978,0.003542059559621502
141,0.1099469397390749,0.056705939879324575,0.009106791311174579,0.17773230661965878,0.3991080498851733,0.02148135908330264,0.026216352265251618,0.0803909462447768,0.09580649031572006,0.0235048246565428
142,0.011332237986265956,0.004176345145755958,0.09650558025990676,0.0316162737987208,0.09172678135149154,0.12210799732142745,0.46531476072273514,0.021721703839954483,0.14665818758541713,0.008840131988324978
143,0.061540092136591715,0.07457453327172758,0.005475958605179274,0.021643922519590072,0.04146430292092184,0.025467391933801677,0.37442928926250585,0.004507651648874573,0.3863750551179558,0.0045218025828517305
144,0.1499882230645735,0.013683660040152527,0.014925947489012922,0.09110180923802137,0.033228445381331115,0.02550213407981366,0.335509515849372,0.2729863729147391,0.04955416294523273,0.01351972899775123
145,0.011110417493781324,0.13761491233092135,0.10874946478951664,0.037139634627488254,0.043629125805306174,0.011913733083709318,0.1705561046094282,0.037079324871695386,0.045892927057658635,0.3963143553304947
146,0.01672143818639615,0.07654677407132682,0.7428420908281494,0.022824373599322167,0.07164825457604684,0.006826966644196432,0.015259670145796982,0.006505238714974689,0.024806528332666066,0.01601866490112441
147,0.20812677073652575,0.008286544739802386,0.0302682702656639,0.015170399338652055,0.03597193496081812,0.0707229673141718,0.12828916198002696,0.4237634772901838,0.024580500050959683,0.05481997332319555
148,0.4903899409426634,0.028354379850825295,0.03681795297464652,0.004166136768122757,0.1967126219055422,0.018338462793791494,0.09412209580471627,0.07561171710238261,0.023468962334922298,0.03201772952238714
149,0.02333467091549203,0.09277079730525956,0.004229460865858162,0.042241682567763734,0.0023557994859252384,0.12521838221156129,0.10110418881757689,0.5676526764046085,0.03619236858225475,0.004899972843699779
